51306234651,daf,238,8
51306263410,gee,75,24
51306269418,ddd,107,50
51306288317,ebb,211,184
51306293860,acb,205,199
51306297251,dgf,196,122
51306298279,aga,186,335
51306305927,gge,29,52
51306348358,eca,256,231
51306353671,aed,20,20
51306388445,cdf,99,46
51306391428,fge,199,152
51306410250,ddf,288,268
51306420466,gbc,179,36
51306431800,cgb,135,197
51306434210,fcd,150,8
51306440654,fag,149,184
51306442005,fad,9,153
51306490765,ged,209,109
51306508692,gdb,10,160
51306509095,bgc,101,19
51306525993,ggg,156,24
51306536156,deg,268,146
51306589703,bfe,237,29
51306622905,eff,253,231
51306629990,gac,219,91
51306636463,egg,283,148
51306704660,baf,243,142
51306708285,ege,228,155
51306709800,gcd,222,232
51306730785,cgc,157,270
51306745400,dgc,15,75
51306754968,ada,142,76
51306763970,ddd,156,58
51306792952,gfb,2,118
51306850519,ceg,144,150
51306862069,dcd,122,211
51306875156,fac,193,166
51306900311,eeb,236,337
51306926686,bca,212,259
51306929591,fda,83,98
51306930917,ccd,126,150
51306941622,acf,101,171
51306954991,cce,115,255
51306974343,dee,105,116
51306978983,dfa,164,22
51307004667,caa,144,211
51307006783,ffd,68,48
51307040365,bfa,284,173
51307078276,ddc,15,137
51307092251,cce,19,214
51307100327,dag,202,61
51307100583,eca,244,247
51307102602,gef,270,181
51307111992,ebe,179,135
51307122250,aga,31,391
51307125648,bfc,233,35
51307132546,gad,207,246
51307147378,afe,180,159
51307159419,feg,56,185
51307160355,gbc,271,36
51307173793,gcf,141,160
51307184544,dca,234,116
51307212318,bea,38,241
51307215909,ece,178,171
51307216655,dde,177,116
51307218486,fda,89,99
51307219152,dfc,76,229
51307219428,aba,8,239
51307239325,ggb,239,239
51307254225,cee,2,105
51307262062,ccg,265,289
51307265376,eba,275,7
51307296972,cef,195,160
51307307652,aec,205,198
51307314425,ecb,11,103
51307321934,fgc,99,227
51307363497,cdb,273,235
51307372138,dab,69,278
51307392557,dab,98,325
51307393095,eac,275,235
51307427553,bfa,5,141
51307438417,fgb,71,147
51307447813,ggd,24,286
51307482684,gcf,56,139
51307495038,bae,65,279
51307505723,aga,61,430
51307525262,aac,218,136
51307527971,gdd,73,122
51307531379,deb,4,250
51307559065,abd,111,318
51307569263,egg,252,134
51307571925,gaf,105,118
51307573020,fdd,236,231
51307600226,add,106,158
51307608805,ede,269,118
51307617675,fcc,1,87
51307627414,ggb,52,246
51307637983,agf,110,237
51307648254,dgc,141,76
51307666927,ccc,231,166
51307668639,cag,19,195
51307669212,bgd,158,228
51307711018,bbe,264,206
51307711715,efa,138,286
51307722999,gbe,158,32
51307739676,dbc,248,165
51307754681,afc,153,214
51307763684,ege,118,182
51307772795,afe,59,131
51307775170,bec,144,258
51307797814,bgc,244,15
51307808965,dcg,260,148
51307843775,aeb,31,233
51307904548,gcb,70,116
51307908857,cac,112,123
51307936351,gfe,205,291
51307979525,gee,138,25
51307983280,cbe,265,278
51307991523,aae,270,48
51307994621,fgg,257,265
51308004106,dgd,65,75
51308014334,gdc,127,258
51308017022,dae,252,113
51308029384,bda,181,179
51308040436,gcf,36,125
51308048605,aba,269,229
51308063624,gce,299,298
51308082897,ebe,23,152
51308083905,dge,117,118
51308089975,dbf,266,289
51308114626,ebg,137,280
51308119882,acd,143,169
51308131710,dba,50,165
51308135354,fdf,179,17
51308149842,gab,198,112
51308150895,dfd,253,90
51308153030,bff,254,271
51308157971,egf,2,16
51308159911,add,145,148
51308178944,efc,201,168
51308182178,aec,168,219
51308189837,cda,48,65
51308237939,aee,109,218
51308239681,cga,286,176
51308261604,gab,138,95
51308283721,bge,120,109
51308300525,def,87,285
51308312190,bfg,270,192
51308323988,cfa,220,150
51308351181,fea,63,29
51308374254,ded,114,200
51308386038,eaf,201,13
51308406134,gcb,259,112
51308430708,dfa,134,24
51308432715,caf,242,32
51308447595,aad,15,44
51308449888,edg,75,219
51308450717,cga,154,147
51308460765,ggf,63,134
51308462705,fac,156,146
51308472782,cfd,77,221
51308481119,ddf,102,251
51308499897,eaa,270,209
51308524207,cba,165,99
51308546257,abc,193,135
51308565599,egd,123,45
51308581475,eeb,226,343
51308589524,ead,225,36
51308595396,gcg,26,10
51308603874,bee,214,159
51308605347,eff,113,210
51308609437,dcg,27,173
51308613219,aeg,126,341
51308619001,cbg,283,183
51308627397,adf,86,37
51308652233,fed,114,241
51308665407,bge,103,119
51308667392,efb,211,163
51308674164,dbb,279,116
51308707914,fbe,254,290
51308711472,adb,36,200
51308723043,gec,290,222
51308724412,beb,145,169
51308724756,cdc,23,20
51308736768,ecd,124,261
51308740039,ggb,64,277
51308742651,ebe,150,150
51308751434,fbg,121,247
51308759276,cba,257,101
51308767943,bbd,67,291
51308771330,fcc,168,90
51308776388,ada,51,88
51308778965,afg,99,157
51308783956,bfb,158,35
51308794011,fgg,88,302
51308798392,cec,143,120
51308807226,acg,279,123
51308808378,gac,55,72
51308809823,dde,162,95
51308817150,feb,3,129
51308826491,bce,128,55
51308827256,cga,291,154
51308839713,aef,244,313
51308854616,eed,298,66
51308866241,baf,193,132
51308881793,cfe,224,299
51308905098,cff,101,177
51308910265,cfg,203,121
51308913371,fgd,281,78
51308922436,bfa,35,124
51308930329,ebf,39,154
51308930725,efg,245,78
51308941288,dgd,52,78
51308943210,aff,229,292
51308960914,ega,81,287
51308980170,ffg,78,277
51308987466,aac,51,119
51309002497,fbd,272,72
51309060920,dgd,44,85
51309063116,eef,141,129
51309066212,egf,100,13
51309071839,bef,33,74
51309081256,agg,7,91
51309092481,daa,200,159
51309097688,bbf,70,128
51309116446,dcb,161,216
51309119652,egc,223,9
51309140183,bfd,22,113
51309147176,cfe,226,254
51309151694,efg,85,69
51309167751,bfe,276,34
51309176268,bac,211,105
51309193895,fcb,112,132
51309195991,cbc,171,168
51309218979,bdg,144,128
51309220482,edf,98,53
51309224846,abe,224,170
51309231478,dfg,105,164
51309233052,fff,165,128
51309236898,cae,161,234
51309240261,gfg,57,111
51309241635,bbc,35,193
51309257489,bae,63,262
51309263205,ddd,39,64
51309267254,faa,53,37
51309268388,gae,73,44
51309271018,fce,183,322
51309273711,gbg,48,224
51309279823,edf,211,59
51309298097,ccf,42,209
51309302066,egb,17,71
51309319355,aaf,82,196
51309322258,gfb,150,135
51309339531,dea,267,188
51309340047,bcd,198,301
51309350345,bgf,172,264
51309350368,aab,229,104
51309369377,ceb,134,112
51309369681,dbe,40,168
51309427654,fbf,229,126
51309466175,bdf,211,52
51309505453,bba,246,47
51309517975,ebc,121,109
51309591865,fgf,20,237
51309610547,bed,106,211
51309626711,fec,273,293
51309634962,fdg,163,167
51309639520,eae,295,76
51309650563,fba,274,149
51309663262,dca,228,116
51309667358,dfb,73,264
51309678578,gfd,270,25
51309693761,abb,271,100
51309694084,fae,298,263
51309701184,dac,48,95
51309712039,acc,81,37
51309734644,gag,16,288
51309738110,agb,252,35
51309739957,bbc,278,206
51309744219,bae,62,275
51309767591,gec,104,199
51309800941,abf,190,179
51309813681,ffd,70,45
51309818003,dbg,260,225
51309820686,aff,139,297
51309825351,aca,145,100
51309829220,eee,49,234
51309831158,edc,202,71
51309903716,afb,273,268
51309905413,cea,46,166
51309908248,deb,25,225
51309916616,adg,73,212
51309931879,fdd,31,270
51309950743,gee,105,20
51309999934,bed,228,232
51310000920,gbf,206,276
51310002474,dcc,88,26
51310006473,fef,143,35
51310036159,eea,244,246
51310075441,dbc,188,136
51310095904,aee,116,215
51310120824,cgc,167,240
51310135187,dgc,247,73
51310150270,ggc,228,215
51310165483,cde,203,72
51310166978,efe,207,29
51310175723,fgf,274,220
51310187790,bfc,213,33
51310190040,fgg,206,326
51310196881,dfc,221,183
51310197692,dbd,124,118
51310212972,dbe,134,151
51310240414,gec,169,195
51310243715,gbb,136,243
51310244866,fad,35,171
51310247680,aga,201,378
51310249175,aad,5,43
51310250428,ecd,242,274
51310258216,dab,234,312
51310299332,cbg,232,161
51310302043,bgb,139,89
51310330079,cdg,89,253
51310361257,gga,152,22
51310375373,age,69,175
51310414801,fdb,126,36
51310421960,bdb,50,123
51310426558,gfd,268,23
51310440483,ecf,284,254
51310457955,bab,141,274
51310479937,aaa,247,19
51310486547,efg,297,62
51310497477,eda,213,213
51310516645,dfe,236,32
51310538007,aed,118,17
51310540976,bee,89,143
51310549866,gde,296,255
51310574427,ccd,226,120
51310635375,ffa,253,132
51310666285,fbb,206,259
51310669074,ffb,196,89
51310684599,eed,156,74
51310718152,cag,121,175
51310744782,ccc,111,147
51310748150,cdd,5,225
51310761185,edd,36,166
51310764992,egg,36,139
51310774382,agc,161,75
51310778129,fce,62,293
51310783841,cad,194,196
51310807295,fef,139,35
51310832631,cbd,135,186
51310852617,eec,157,188
51310858204,gcb,96,128
51310860814,ged,285,93
51310913129,ccc,112,151
51310920075,fcf,177,36
51310925253,ade,220,227
51310925986,cff,237,162
51310933204,geb,181,190
51310937645,bbd,230,285
51310995948,gda,64,28
51311007147,fag,53,182
51311040392,bcf,216,264
51311067423,eee,31,222
51311070597,ecc,112,20
51311075803,aef,185,372
51311084527,cgb,163,218
51311088620,cab,273,139
51311090750,ffc,225,310
51311097524,eef,53,121
51311119831,eed,2,86
51311128256,fbd,228,77
51311143980,gff,291,147
51311153359,ddb,84,313
51311174989,dgb,188,101
51311192972,faf,180,14
51311227498,cfc,172,228
51311238743,dgf,179,111
51311256221,fga,207,70
51311315130,bde,121,298
51311318193,bgg,177,28
51311351491,cgc,17,256
51311359394,ebb,266,187
51311362478,gdg,247,107
51311363516,eab,101,82
51311371902,aea,142,261
51311380416,ded,278,160
51311394036,agc,68,66
51311400573,bbc,214,170
51311416944,bdc,25,229
51311431989,fcb,85,122
51311438181,aee,155,189
51311447207,cfb,236,82
51311447387,ced,247,97
51311453542,fde,102,207
51311546362,dad,285,255
51311556172,afe,177,142
51311573457,fdg,81,167
51311602125,ccf,121,211
51311603700,ecd,234,265
51311631478,daf,59,9
51311638401,ade,39,231
51311639576,agb,133,38
51311653874,fbc,166,219
51311660396,agd,143,27
51311662171,eeb,277,274
51311673575,dfc,284,210
51311692530,efc,94,136
51311693189,eeg,200,101
51311710177,cea,81,144
51311736270,cef,73,131
51311756997,abg,205,88
51311788112,bee,266,144
51311811104,agd,94,22
51311873093,gaa,4,209
51311895351,cec,211,117
51311896960,ded,98,168
51311939555,cfc,176,228
51311947772,ada,176,70
51311948912,egd,170,37
51311994411,fad,167,138
51311998171,dfa,236,24
51312029892,gaf,174,134
51312044871,ece,23,162
51312048208,ffa,76,133
51312074151,edb,289,270
51312078006,cce,10,248
51312080830,ede,190,129
51312096819,fab,201,242
51312114769,ccb,206,81
51312124351,cfg,40,111
51312144885,cfb,58,96
51312161166,eea,127,226
51312179616,ffg,202,290
51312196991,fad,107,164
51312210543,bcc,273,153
51312217154,dcf,169,115
51312250708,cbf,217,43
51312259585,dec,196,130
51312311425,ege,214,152
51312316301,ebg,270,266
51312319582,fbf,137,148
51312388226,bbf,226,102
51312409345,geg,257,155
51312440797,bag,184,111
51312447531,egg,22,129
51312448566,dca,168,134
51312480944,gfd,276,21
51312494576,bdb,190,141
51312526798,cgg,217,159
51312555430,fgb,117,154
51312568774,ebd,77,221
51312573795,cda,65,72
51312624851,gfc,236,73
51312627834,efg,198,63
51312629169,gga,93,20
51312675924,def,83,233
51312676989,ccg,169,231
51312694227,agd,31,18
51312696099,dgg,75,338
51312700568,bba,107,52
51312701081,afa,131,77
51312753950,cde,210,66
51312783580,bfb,201,38
51312787024,agc,7,60
51312823614,bcd,11,355
51312827040,bga,49,314
51312848830,ccg,214,254
51312857319,fdc,145,43
51312865535,bea,187,277
51312868570,acb,186,165
51312907246,bbg,8,226
51312917259,agb,203,39
51312927524,gcc,131,210
51312965684,afc,200,209
51312972791,gdb,1,177
51312982724,fcg,191,247
51312991598,cef,173,125
51313000345,eaa,253,225
51313002403,ccc,208,179
51313014190,fec,243,310
51313016009,dbb,145,119
51313016241,fcf,225,36
51313038129,fab,47,273
51313094739,aac,299,95
51313098623,fge,234,158
51313105879,bdd,159,228
51313124098,bfa,260,99
51313150458,gfa,49,116
51313151957,dbc,244,112
51313159024,cde,109,67
51313174775,ace,288,166
51313176025,fdd,92,299
51313183165,gab,46,77
51313184764,afd,188,193
51313214155,ggg,102,25
51313222093,feb,2,107
51313225271,aea,200,289
51313242260,efd,219,19
51313246387,ade,80,203
51313249368,adc,40,22
51313256162,beg,142,258
51313261918,eac,276,274
51313292582,acb,15,184
51313301978,eeg,204,89
51313311822,cae,238,269
51313315558,bff,95,311
51313324467,dfb,21,250
51313341449,ddg,249,223
51313352304,gca,65,51
51313379231,efb,36,151
51313379728,efa,82,311
51313387972,baa,282,52
51313389462,fbg,214,242
51313417783,eac,263,260
51313421488,abc,145,149
51313437821,baf,29,106
51313443238,gae,264,51
51313443366,ecc,273,21
51313443802,ffe,73,187
51313444246,edf,192,51
51313464707,cgf,5,248
51313467949,dbe,142,120
51313477014,ecg,278,153
51313509715,cca,200,55
51313513536,dga,194,68
51313528876,dfg,286,186
51313534395,gac,125,77
51313549333,cdc,208,22
51313561481,fed,252,265
51313621472,ebf,160,157
51313630451,fcc,37,78
51313685268,bcg,219,191
51313727883,cbd,37,195
51313733718,gge,228,61
51313744613,ffc,7,316
51313751753,dba,184,194
51313753670,fde,228,244
51313764273,fcd,216,9
51313770785,gdc,160,294
51313816928,aad,174,48
51313825629,gba,160,177
51313828399,cgb,135,189
51313864052,dff,189,242
51313874098,fgc,8,217
51313907687,fgg,118,339
51313908433,cab,153,120
51313913390,fca,51,84
51313939336,cdb,169,272
51313957833,gee,252,21
51313974279,bac,212,117
51313994449,cfa,97,144
51313995860,bbe,153,224
51314026954,bae,55,313
51314043222,fcg,238,227
51314053954,aaf,217,219
51314054093,ebg,219,226
51314069388,ecc,68,19
51314094288,ecf,17,264
51314104414,cge,128,132
51314124500,dee,144,92
51314140502,dda,96,26
51314148413,fde,213,212
51314188478,egb,137,70
51314199768,adb,137,210
51314211806,dgd,45,75
51314216597,gce,61,298
51314216854,ceg,160,130
51314218839,agd,206,20
51314220316,ebe,38,169
51314227532,ace,64,170
51314231670,aba,190,224
51314241413,ddc,3,119
51314245774,eec,109,189
51314256222,eeb,106,276
51314277976,bbd,92,299
51314310384,gff,176,167
51314314805,dea,51,189
51314317626,bgf,134,311
51314317873,aag,203,166
51314326243,dce,12,223
51314338401,dfa,187,25
51314339165,ddf,26,248
51314342251,fdd,83,287
51314345711,cdf,66,40
51314348755,gbc,221,33
51314376248,eea,38,185
51314380304,agd,123,16
51314383788,gce,220,324
51314389650,ffc,109,278
51314408062,cgc,77,238
51314408709,bcb,209,184
51314413297,cdd,199,180
51314415250,cda,163,80
51314417253,cae,145,306
51314433140,bbe,243,199
51314437578,fed,298,294
51314461652,bad,59,163
51314472154,eag,271,138
51314484111,geb,7,212
51314522171,eef,217,122
51314530213,cga,202,157
51314544304,feg,286,201
51314573161,eca,264,217
51314575270,dcd,48,183
51314578600,gea,260,122
51314591775,gbe,253,25
51314598155,gdb,39,178
51314609850,dbb,211,124
51314632307,bbb,178,89
51314642779,eda,231,242
51314656194,dfe,81,28
51314661791,bfa,280,81
51314681968,fde,252,173
51314688413,fdb,236,32
51314700245,gdf,275,18
51314720651,gbd,84,30
51314727912,dba,123,211
51314729181,fce,194,342
51314759581,ccc,8,200
51314762097,cab,165,135
51314779468,daf,254,9
51314846310,dcg,210,162
51314857639,cad,9,156
51314874499,aae,46,53
51314876126,bde,249,318
51314881619,add,42,145
51314914890,gbc,45,30
51314916051,bgb,251,97
51314920129,dfe,261,31
51314923663,deg,141,157
51314944329,gdb,186,151
51314979406,gae,3,45
51314981140,gcd,132,222
51314984129,gdg,107,117
51314984714,bbg,286,262
51314992700,bdg,174,128
51314992867,bgf,34,342
51315001182,cbe,234,222
51315002890,cae,147,354
51315003600,ace,147,190
51315014394,fdc,115,38
51315061253,dee,110,103
51315063279,fee,260,170
51315069692,acd,248,194
51315091731,cba,271,90
51315117294,dbd,210,127
51315117411,cdc,135,24
51315129555,bgc,209,13
51315136053,aag,5,151
51315137481,dfa,244,26
51315156504,dac,83,104
51315156881,gef,84,208
51315160038,bbb,52,89
51315168902,ggf,153,155
51315170262,daa,127,154
51315177953,agf,222,189
51315229341,cbb,218,150
51315244518,ceb,178,114
51315248604,fgb,278,132
51315248756,fea,126,26
51315275927,bcd,174,284
51315282768,bad,10,130
51315287040,aab,138,108
51315329275,fda,90,86
51315334584,bec,125,263
51315344153,cgd,235,111
51315392443,baa,216,53
51315415759,dag,70,54
51315425386,def,177,216
51315455415,edf,38,55
51315462670,dgg,150,371
51315468812,bfc,229,34
51315472112,afg,142,163
51315488597,edb,289,294
51315494229,fgc,22,230
51315530729,gec,83,175
51315544368,dgd,122,82
51315560628,dcc,222,24
51315566567,bga,36,370
51315571022,bce,194,53
51315571629,cba,92,79
51315575205,dae,33,127
51315585868,dcb,72,181
51315629537,caa,229,248
51315640842,ead,219,34
51315650527,bdd,210,212
51315660290,fbe,180,261
51315663619,gfa,272,106
51315703764,aeg,26,323
51315748405,fgf,203,202
51315793871,ebf,24,171
51315800756,egb,170,73
51315823110,dfd,223,81
51315845545,gfb,247,109
51315855331,gef,255,210
51315895776,ggb,197,235
51315918927,ccc,89,208
51315936038,gba,102,191
51315966425,fbd,281,66
51315968088,bcg,86,179
51315971295,ace,207,222
51315985473,fgd,141,74
51316010451,acf,218,198
51316058795,gcf,4,112
51316062809,ecb,187,112
51316081475,cea,197,129
51316092001,gag,181,290
51316127454,ddb,143,331
51316128760,gcb,69,144
51316146182,abd,199,321
51316148305,eba,192,5
51316149086,afb,193,281
51316165066,bfa,293,88
51316195521,gad,284,196
51316229584,gff,173,136
51316250909,dcc,33,20
51316256750,dde,50,80
51316297404,daf,7,8
51316307222,bgc,291,10
51316336145,aca,48,94
51316336863,cab,191,141
51316381834,edg,214,225
51316386212,abg,225,83
51316386535,bca,201,300
51316394890,eaa,63,180
51316417268,fbc,243,177
51316423246,fag,114,172
51316445127,caf,238,32
51316447555,ggd,291,334
51316455059,bed,175,273
51316459393,aea,139,294
51316488252,abb,42,107
51316522585,cee,142,115
51316529651,dbg,287,265
51316530301,beb,132,140
51316537897,eca,1,221
51316542425,edd,13,184
51316557353,egf,294,14
51316568917,bfg,40,163
51316600227,gaa,253,234
51316610318,gdd,259,115
51316614504,dgd,155,93
51316614699,cgd,96,102
51316618688,fdg,11,187
51316622066,bgg,162,25
51316645481,ffa,252,146
51316673063,ced,94,90
51316678155,gfd,173,20
51316682351,ffe,151,185
51316698919,dfb,292,267
51316703160,dfd,57,76
51316737414,fad,281,141
51316763865,abd,243,269
51316764500,bee,224,126
51316773864,fdf,213,15
51316776362,afc,246,242
51316785103,afe,85,163
51316790094,ccf,286,194
51316796512,ebg,39,259
51316801542,cef,239,145
51316828168,abc,274,171
51316866717,ebc,182,106
51316880675,cfe,256,203
51316885871,gfe,292,293
51316915833,cbg,19,167
51316949062,fcd,74,10
51316966776,ege,256,129
51316978591,bea,284,249
51316981040,cfc,145,205
51317025316,gbb,76,243
51317079232,efd,139,22
51317079526,bgb,110,94
51317084082,acg,134,113
51317088932,fef,123,28
51317105065,egc,223,8
51317148969,gab,250,67
51317150373,gee,282,18
51317156807,fec,96,310
51317173090,bda,102,186
51317195457,adf,5,40
51317201090,aad,232,51
51317229561,agg,245,98
51317248819,dge,55,120
51317253647,efg,100,71
51317265625,aba,216,201
51317269555,feb,170,114
51317273019,bag,42,93
51317288776,gdf,116,19
51317292764,cac,29,121
51317314946,bda,38,174
51317322507,bae,201,319
51317369032,gea,185,122
51317395949,fac,119,124
51317399796,dfg,140,206
51317404339,afb,168,289
51317405173,faa,138,35
51317464272,dbf,43,234
51317471943,eaf,211,11
51317472836,aeb,214,256
51317490473,bdf,28,54
51317510499,gfg,137,97
51317540003,gfa,242,103
51317545567,dgb,97,102
51317553759,daf,31,7
51317607809,aff,147,314
51317612145,cgb,11,190
51317627873,cdb,165,323
51317628251,cgg,95,186
51317633216,eca,280,238
51317638048,gfb,280,101
